run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.val_accuracy,metrics.lr-Adam,metrics.train_loss_step,test_accuracy,min_val_loss,num_params,test_f1_macro,train_time_s,metrics.epoch,metrics.train_accuracy,metrics.train_loss_epoch,params.n_val,params.scheduler_params/mode,params.scheduler_params/patience,params.optimizer_params/weight_decay,params.optimizer_params/lr,params.agg,params.scheduler_interval,params.scheduler_params/factor,params.batch_size,params.n_train,vocab_size,n_layers,params.optimizer,params.n_test,params.scheduler,params.epochs,lr,params.train_fraction,emb_dim,params.dataset,n_head,n_heads_label_attn,params.tokenizer,params.n_classes,tags.mlflow.user,tags.mlflow.source.name,tags.mlflow.source.type,tags.mlflow.runName,tags.mlflow.source.git.commit,architecture
cd5d887bdc8347d0adb97ceb1b2ddfbf,14,FINISHED,mlflow-artifacts:/14/cd5d887bdc8347d0adb97ceb1b2ddfbf/artifacts,2026-06-25 15:06:42.695000+00:00,2026-06-25 15:09:08.217000+00:00,0.8133333325386047,0.0005,0.1279325932264328,0.7984,1.2833038568496704,724865,0.7982,128.1,20.0,0.984000027179718,0.05819474160671234,3000,min,2,0.0001,0.0005,mean,epoch,0.5,128,15000,5000,0,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0005,1.0,128,clinc150_noos,None,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,wise-shrimp-637,19877c9ab239d627552d1a74dcd3f4401845285f,FastText + Label Attention
a77d5bbef6aa471e84c465402d33146c,14,FINISHED,mlflow-artifacts:/14/a77d5bbef6aa471e84c465402d33146c/artifacts,2026-06-25 20:20:36.885000+00:00,2026-06-25 20:24:27.011000+00:00,0.784333348274231,0.0001,0.07500755041837692,0.7796,1.2842298746109009,1357569,0.7786,213.9,25.0,0.987333357334137,0.0697786882519722,3000,min,2,0.0001,0.0001,mean,epoch,0.5,128,15000,8407,1,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0001,1.0,128,clinc150_noos,4,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,stylish-crane-175,19877c9ab239d627552d1a74dcd3f4401845285f,FATE (L=1) + Label Attention
d8f23706cffd4a0983701d8fee884050,14,FINISHED,mlflow-artifacts:/14/d8f23706cffd4a0983701d8fee884050/artifacts,2026-06-25 19:37:05.748000+00:00,2026-06-25 19:39:14.219000+00:00,0.7950000166893005,0.00025,0.03059328906238079,0.7749,1.2909315824508667,613249,0.774,113.4,22.0,0.9968000054359436,0.017611799761652946,3000,min,2,0.0001,0.0005,mean,epoch,0.5,128,15000,8407,1,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0005,1.0,64,clinc150_noos,2,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,tasteful-crab-680,19877c9ab239d627552d1a74dcd3f4401845285f,FATE (L=1) + Label Attention
1eba3ae79b014fa190f756470cd81a1d,14,FINISHED,mlflow-artifacts:/14/1eba3ae79b014fa190f756470cd81a1d/artifacts,2026-06-25 23:31:53.890000+00:00,2026-06-25 23:36:29.084000+00:00,0.7806666493415833,0.0001,0.02190254256129265,0.7858,1.2914477586746216,444353,0.7849,259.8,41.0,0.9800666570663452,0.10384447127580643,3000,min,2,0.0001,0.0001,mean,epoch,0.5,128,15000,5000,2,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0001,1.0,64,clinc150_noos,8,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,funny-ox-535,19877c9ab239d627552d1a74dcd3f4401845285f,FATE (L=2) + Label Attention
e1b80757709640a7bac2f218aa2aaeeb,14,FINISHED,mlflow-artifacts:/14/e1b80757709640a7bac2f218aa2aaeeb/artifacts,2026-06-25 15:51:09.570000+00:00,2026-06-25 15:53:25.369000+00:00,0.8243333101272583,0.001,0.04252862185239792,0.8091,1.2957464456558228,1160961,0.8093,119.1,18.0,0.984333336353302,0.052094507962465286,3000,min,2,0.0001,0.001,mean,epoch,0.5,128,15000,8407,0,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.001,1.0,128,clinc150_noos,None,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,mysterious-flea-493,19877c9ab239d627552d1a74dcd3f4401845285f,FastText + Label Attention
1829bc5dac2747a9bdeb001225c5db4c,14,FINISHED,mlflow-artifacts:/14/1829bc5dac2747a9bdeb001225c5db4c/artifacts,2026-06-25 23:04:06.692000+00:00,2026-06-25 23:06:30.077000+00:00,0.8116666674613953,0.0005,0.019593093544244766,0.8087,1.3033990859985352,444353,0.8066,126.7,21.0,0.9959333539009094,0.018989931792020798,3000,min,2,0.0001,0.0005,mean,epoch,0.5,128,15000,5000,2,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0005,1.0,64,clinc150_noos,4,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,whimsical-kite-133,19877c9ab239d627552d1a74dcd3f4401845285f,FATE (L=2) + Label Attention
1ea797f91277448ead52934f69de4e96,14,FINISHED,mlflow-artifacts:/14/1ea797f91277448ead52934f69de4e96/artifacts,2026-06-25 16:18:11.502000+00:00,2026-06-25 16:22:05.621000+00:00,0.8043333292007446,0.0001,0.06661024689674377,0.7931,1.304868221282959,2452993,0.7929,217.5,22.0,0.9922666549682617,0.0395585335791111,3000,min,2,0.0001,0.0001,mean,epoch,0.5,128,15000,8407,0,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0001,1.0,256,clinc150_noos,None,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,clumsy-cub-756,19877c9ab239d627552d1a74dcd3f4401845285f,FastText + Label Attention
31d2a3b6ae7d4a30ac304154a8fa9542,14,FINISHED,mlflow-artifacts:/14/31d2a3b6ae7d4a30ac304154a8fa9542/artifacts,2026-06-25 19:11:14.588000+00:00,2026-06-25 19:15:31.237000+00:00,0.7853333353996277,0.0001,0.08232381194829941,0.7782,1.3054966926574707,921473,0.7762,240.0,25.0,0.9904666543006897,0.05123027041554451,3000,min,2,0.0001,0.0001,mean,epoch,0.5,128,15000,5000,1,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0001,1.0,128,clinc150_noos,8,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,bald-stork-347,19877c9ab239d627552d1a74dcd3f4401845285f,FATE (L=1) + Label Attention
f9147b363e5e4fe9816f894bd5630ad5,14,FINISHED,mlflow-artifacts:/14/f9147b363e5e4fe9816f894bd5630ad5/artifacts,2026-06-25 18:36:57.881000+00:00,2026-06-25 18:39:06.800000+00:00,0.8023333549499512,0.0005,0.08154799044132233,0.7831,1.3055998086929321,395201,0.7811,113.1,22.0,0.9817333221435547,0.07524941861629486,3000,min,2,0.0001,0.0005,mean,epoch,0.5,128,15000,5000,1,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0005,1.0,64,clinc150_noos,4,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,glamorous-gnat-869,19877c9ab239d627552d1a74dcd3f4401845285f,FATE (L=1) + Label Attention
7ec830d043f74e198619bb39e32dc9b2,14,FINISHED,mlflow-artifacts:/14/7ec830d043f74e198619bb39e32dc9b2/artifacts,2026-06-25 16:22:07.883000+00:00,2026-06-25 16:25:31.577000+00:00,0.8213333487510681,0.0005,0.009367266669869423,0.8207,1.3261245489120483,2453249,0.819,187.5,18.0,0.9939333200454712,0.02389846369624138,3000,min,2,0.0001,0.0005,mean,epoch,0.5,128,15000,8408,0,<class 'torch.optim.adam.Adam'>,4500,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,500,0.0005,1.0,256,clinc150_noos,None,4,wordpiece,150,projet-text-classif,/home/onyxia/work/insee_internship/src/train.py,LOCAL,unleashed-seal-715,19877c9ab239d627552d1a74dcd3f4401845285f,FastText + Label Attention
