run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.train_accuracy_level_0,metrics.train_loss_step,metrics.val_accuracy_level_1,metrics.train_accuracy_level_3,min_val_loss,metrics.test_accuracy_sub,metrics.test_f1_macro_div,metrics.val_accuracy_level_2,metrics.test_accuracy_cls,metrics.lr-Adam,metrics.test_accuracy_div,metrics.train_accuracy_level_4,metrics.val_accuracy_level_4,metrics.train_accuracy_level_2,metrics.test_f1_macro_sec,train_time_s,metrics.test_f1_macro_cls,metrics.val_accuracy_level_3,metrics.test_f1_macro_grp,metrics.epoch,metrics.train_loss_epoch,num_params,metrics.test_accuracy_grp,metrics.train_accuracy_level_1,metrics.test_f1_macro_sub,metrics.test_accuracy_sec,metrics.val_accuracy_level_0,params.n_train,emb_dim,params.batch_size,params.patience_early_stopping,params.train_fraction,params.optimizer_params/lr,params.num_epochs,lr,params.scheduler,params.scheduler_interval,params.n_layers,params.n_val,vocab_size,n_heads_label_attn,params.optimizer,params.n_test,tags.mlflow.runName,tags.mlflow.source.name,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.mlflow.user,architecture
72c5a6e1a96f47278cf9298700c23bba,16,FINISHED,mlflow-artifacts:/16/72c5a6e1a96f47278cf9298700c23bba/artifacts,2026-07-17 21:55:31.643000+00:00,2026-07-17 23:55:11.721000+00:00,0.9215278029441833,0.3083701729774475,0.9016000032424927,0.8982124328613281,0.45145249366760254,0.8623,0.8089,0.8810399770736694,0.8736,0.0005,0.907,0.8886533975601196,0.8600000143051147,0.9008069038391113,0.8561,7163.7,0.6378,0.8703200221061707,0.684,14.0,0.3384495973587036,1866859,0.8833,0.9135761857032776,0.6115,0.9189,0.9188399910926819,654461,512,128,5,0.52,0.0005,300,0.0005,None,epoch,0,25000,2000,None,<class 'torch.optim.adam.Adam'>,25000,nimble-wren-169,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
26526e1ecbd24b9694c65b15617fb0f4,16,FINISHED,mlflow-artifacts:/16/26526e1ecbd24b9694c65b15617fb0f4/artifacts,2026-07-18 05:53:56.274000+00:00,2026-07-18 07:12:34.734000+00:00,0.9294931292533875,0.2926158607006073,0.9038400053977966,0.9124898314476013,0.45310288667678833,0.8634,0.7817,0.8829200267791748,0.8746,0.0005,0.9063,0.9025487899780273,0.8602799773216248,0.9166290760040283,0.8582,4709.9,0.6101,0.8717600107192993,0.6536,21.0,0.29275691509246826,2771947,0.8843,0.926586925983429,0.5863,0.9181,0.9172400236129761,654461,128,128,5,0.52,0.0005,300,0.0005,None,epoch,0,25000,20000,None,<class 'torch.optim.adam.Adam'>,25000,clumsy-cod-226,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
8b19a35bf3d2469686d4fe4633ba7b5b,16,FINISHED,mlflow-artifacts:/16/8b19a35bf3d2469686d4fe4633ba7b5b/artifacts,2026-07-17 21:55:39.086000+00:00,2026-07-17 23:55:12.389000+00:00,0.9187300801277161,0.41621828079223633,0.9014400243759155,0.8996334671974182,0.45312315225601196,0.8618,0.7916,0.8808799982070923,0.873,0.0005,0.9061,0.890170693397522,0.8597599864006042,0.9019529223442078,0.8607,7162.3,0.6274,0.8708000183105469,0.6663,24.0,0.3350369930267334,934251,0.8829,0.9133882522583008,0.6052,0.9172,0.9135599732398987,654461,256,128,5,0.52,0.0005,300,0.0005,None,epoch,0,25000,2000,None,<class 'torch.optim.adam.Adam'>,25000,loud-smelt-769,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
9390c6ee6b2a4595a8920c75927266fc,16,FINISHED,mlflow-artifacts:/16/9390c6ee6b2a4595a8920c75927266fc/artifacts,2026-07-18 05:00:42.298000+00:00,2026-07-18 05:53:32.766000+00:00,0.9277054071426392,0.23200899362564087,0.9033600091934204,0.9131514430046082,0.4542678892612457,0.8635,0.7632,0.8823999762535095,0.8749,0.001,0.9066,0.9031691551208496,0.860319972038269,0.9161309599876404,0.8596,3162.6,0.6188,0.871999979019165,0.6694,14.0,0.2908610701560974,1491947,0.8848,0.9255433082580566,0.5899,0.9197,0.9167199730873108,654461,128,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,10000,None,<class 'torch.optim.adam.Adam'>,25000,skillful-hog-913,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
b2c5cef7d41b41dbabfb948ab1b3749e,16,FINISHED,mlflow-artifacts:/16/b2c5cef7d41b41dbabfb948ab1b3749e/artifacts,2026-07-17 23:55:39.267000+00:00,2026-07-18 01:02:24.371000+00:00,0.9177399277687073,0.29907873272895813,0.9017599821090698,0.8973597884178162,0.45498141646385193,0.8622,0.7886,0.8802000284194946,0.8738,0.001,0.9057,0.8878359198570251,0.8587999939918518,0.9002324342727661,0.8573,3994.1,0.6333,0.8691999912261963,0.6848,13.0,0.34089601039886475,934251,0.8812,0.9120467305183411,0.5998,0.916,0.9127200245857239,654461,256,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,2000,None,<class 'torch.optim.adam.Adam'>,25000,whimsical-frog-772,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
bdfbccae3b454a2692b6876aead6ba5e,16,FINISHED,mlflow-artifacts:/16/bdfbccae3b454a2692b6876aead6ba5e/artifacts,2026-07-18 04:54:00.099000+00:00,2026-07-18 05:52:05.953000+00:00,0.9316888451576233,0.3334406614303589,0.9059200286865234,0.9161325097084045,0.45545393228530884,0.8645,0.7885,0.881879985332489,0.8753,0.001,0.909,0.9068073034286499,0.8597599864006042,0.9183664321899414,0.8547,3474.7,0.6193,0.8705599904060364,0.6703,11.0,0.2772984504699707,2982251,0.8857,0.928151547908783,0.5943,0.9232,0.919920027256012,654461,256,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,10000,None,<class 'torch.optim.adam.Adam'>,25000,big-asp-533,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
a28d6ce7920f4de29b218de3db10dc0d,16,FINISHED,mlflow-artifacts:/16/a28d6ce7920f4de29b218de3db10dc0d/artifacts,2026-07-18 07:12:59.187000+00:00,2026-07-18 08:02:45.429000+00:00,0.9310776591300964,0.3724818825721741,0.9040399789810181,0.9155641198158264,0.4558751583099365,0.8632,0.7854,0.8834400177001953,0.8753,0.001,0.9071,0.9058859348297119,0.8598399758338928,0.9188966155052185,0.8541,2977.9,0.6151,0.8705599904060364,0.6707,13.0,0.28192296624183655,2771947,0.8855,0.9286313652992249,0.5897,0.9202,0.9174399971961975,654461,128,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,20000,None,<class 'torch.optim.adam.Adam'>,25000,learned-kit-559,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
b5ad843c09af4a9ebd53ff936432d737,16,FINISHED,mlflow-artifacts:/16/b5ad843c09af4a9ebd53ff936432d737/artifacts,2026-07-17 21:55:39.175000+00:00,2026-07-17 23:55:10.432000+00:00,0.9134722948074341,0.3995356857776642,0.8993200063705444,0.8950556516647339,0.4565013647079468,0.8612,0.7699,0.8787199854850769,0.8714,0.0005,0.9044,0.8850229382514954,0.8590800166130066,0.8985806703567505,0.8448,7163.2,0.6028,0.8696799874305725,0.6495,33.0,0.35262641310691833,467947,0.8808,0.9098418354988098,0.5955,0.9116,0.9083600044250488,654461,128,128,5,0.52,0.0005,300,0.0005,None,epoch,0,25000,2000,None,<class 'torch.optim.adam.Adam'>,25000,puzzled-yak-742,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
ed364ae6fc0d47d9a3a4d586424a4e7a,16,FINISHED,mlflow-artifacts:/16/ed364ae6fc0d47d9a3a4d586424a4e7a/artifacts,2026-07-17 23:55:33.530000+00:00,2026-07-18 01:03:33.023000+00:00,0.9135517477989197,0.23290374875068665,0.8984400033950806,0.8943924903869629,0.4571462869644165,0.8623,0.7814,0.880840003490448,0.8731,0.001,0.9036,0.884181022644043,0.859000027179718,0.897978663444519,0.8445,4071.5,0.6179,0.8701199889183044,0.6505,18.0,0.3544066548347473,467947,0.8808,0.909458339214325,0.5982,0.9121,0.9087200164794922,654461,128,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,2000,None,<class 'torch.optim.adam.Adam'>,25000,zealous-shad-681,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
8cce1f9d58c940b7b8e5bbdf02edf1ec,16,FINISHED,mlflow-artifacts:/16/8cce1f9d58c940b7b8e5bbdf02edf1ec/artifacts,2026-07-18 03:43:00.703000+00:00,2026-07-18 05:03:42.682000+00:00,0.9295786619186401,0.326724112033844,0.9063599705696106,0.9104056358337402,0.4597854018211365,0.8644,0.8065,0.8819199800491333,0.876,0.001,0.9087,0.9012103080749512,0.8575599789619446,0.9123569130897522,0.8538,4825.4,0.6319,0.8687999844551086,0.6888,9.0,0.29429611563682556,3402859,0.8872,0.9235813617706299,0.602,0.9232,0.9215999841690063,654461,512,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,5000,None,<class 'torch.optim.adam.Adam'>,25000,rare-mouse-990,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
776954cf57a7401cbe32840e9ec559d7,16,FINISHED,mlflow-artifacts:/16/776954cf57a7401cbe32840e9ec559d7/artifacts,2026-07-18 01:30:23.910000+00:00,2026-07-18 03:26:46.839000+00:00,0.916159987449646,0.30774611234664917,0.8989199995994568,0.9030102491378784,0.4608665704727173,0.861,0.7701,0.879040002822876,0.8725,0.0005,0.9012,0.8923556804656982,0.8562800288200378,0.9066682457923889,0.8018,6976.3,0.6146,0.8678799867630005,0.6657,45.0,0.3274412453174591,426795,0.8816,0.9164136648178101,0.587,0.9102,0.9080399870872498,654461,64,128,5,0.52,0.0005,300,0.0005,None,epoch,0,25000,5000,None,<class 'torch.optim.adam.Adam'>,25000,unequaled-kite-845,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
c559315b58db4a129eebd66695652791,16,FINISHED,mlflow-artifacts:/16/c559315b58db4a129eebd66695652791/artifacts,2026-07-18 04:33:47.130000+00:00,2026-07-18 06:05:26.965000+00:00,0.9219128489494324,0.41916143894195557,0.9002799987792969,0.9081732630729675,0.4609246551990509,0.861,0.7498,0.8805599808692932,0.8733,0.0005,0.9005,0.8976761102676392,0.8583199977874756,0.9120681285858154,0.8501,5493.3,0.5998,0.8699600100517273,0.6466,35.0,0.311911016702652,746795,0.882,0.9214269518852234,0.5749,0.9128,0.9114000201225281,654461,64,128,5,0.52,0.0005,300,0.0005,None,epoch,0,25000,10000,None,<class 'torch.optim.adam.Adam'>,25000,rare-whale-843,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
c0e33fbf8b054b1daf2f966e81a6d0c2,16,FINISHED,mlflow-artifacts:/16/c0e33fbf8b054b1daf2f966e81a6d0c2/artifacts,2026-07-18 06:05:50.758000+00:00,2026-07-18 06:54:06.760000+00:00,0.9207317233085632,0.2933996319770813,0.9007999897003174,0.9065566658973694,0.46218839287757874,0.8594,0.7636,0.8821200132369995,0.8717,0.001,0.9038,0.8958960175514221,0.8583599925041199,0.9109266996383667,0.8355,2888.7,0.5992,0.8700000047683716,0.6623,18.0,0.3158177435398102,746795,0.8808,0.9207851886749268,0.569,0.9125,0.9088000059127808,654461,64,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,10000,None,<class 'torch.optim.adam.Adam'>,25000,grandiose-duck-76,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
9935c542ac5c462db7c22d6c4f8e54a3,16,FINISHED,mlflow-artifacts:/16/9935c542ac5c462db7c22d6c4f8e54a3/artifacts,2026-07-18 03:27:09.921000+00:00,2026-07-18 04:33:23.577000+00:00,0.9158727526664734,0.2856403887271881,0.8997200131416321,0.9029079079627991,0.46303483843803406,0.8608,0.7617,0.8804399967193604,0.8726,0.001,0.9021,0.8921219110488892,0.8586000204086304,0.9063718318939209,0.8375,3967.2,0.613,0.870199978351593,0.6544,25.0,0.32631438970565796,426795,0.8804,0.9163051843643188,0.5846,0.9104,0.9086800217628479,654461,64,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,5000,None,<class 'torch.optim.adam.Adam'>,25000,amazing-lynx-111,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
5ecd511abe5443198f351920fce83e89,16,FINISHED,mlflow-artifacts:/16/5ecd511abe5443198f351920fce83e89/artifacts,2026-07-19 04:09:42.998000+00:00,2026-07-19 08:46:25.052000+00:00,0.9327523112297058,0.35999590158462524,0.9097599983215332,0.9063748717308044,0.46466493606567383,0.8578,0.7576,0.8805999755859375,0.8699,0.001,0.9078,0.8998626470565796,0.8595200181007385,0.9083933234214783,0.8679,16580.2,0.599,0.8693199753761292,0.6546,12.0,0.2860882580280304,3012613,0.8817,0.922377347946167,0.5541,0.9252,0.9268800020217896,654461,256,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,5000,4,<class 'torch.optim.adam.Adam'>,25000,fortunate-sloth-554,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText + Label Attention
c4a950dd93de4b7aba4630e39f1212de,16,FINISHED,mlflow-artifacts:/16/c4a950dd93de4b7aba4630e39f1212de/artifacts,2026-07-18 08:18:59.334000+00:00,2026-07-18 09:06:29.739000+00:00,0.9253950715065002,0.30274543166160583,0.900879979133606,0.9108319878578186,0.4654959738254547,0.8603,0.7661,0.8810799717903137,0.8716,0.001,0.9027,0.9004982709884644,0.8582000136375427,0.9148383140563965,0.8498,2843.8,0.5905,0.8697599768638611,0.6297,17.0,0.30191895365715027,1386795,0.8815,0.9250513315200806,0.5708,0.9138,0.9128400087356567,654461,64,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,20000,None,<class 'torch.optim.adam.Adam'>,25000,worried-sheep-869,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
aead2fc6e4a94ce9a9bc762c506613d7,16,FINISHED,mlflow-artifacts:/16/aead2fc6e4a94ce9a9bc762c506613d7/artifacts,2026-07-18 06:54:30.543000+00:00,2026-07-18 08:18:35.317000+00:00,0.9247762560844421,0.40140581130981445,0.8998799920082092,0.9103842973709106,0.4661156237125397,0.8617,0.7645,0.8804799914360046,0.8727,0.0005,0.9035,0.8998565077781677,0.858519971370697,0.9149911403656006,0.8315,5038.3,0.6046,0.8687199950218201,0.6467,31.0,0.3039504885673523,1386795,0.881,0.9243133068084717,0.576,0.9144,0.9109200239181519,654461,64,128,5,0.52,0.0005,300,0.0005,None,epoch,0,25000,20000,None,<class 'torch.optim.adam.Adam'>,25000,luxuriant-carp-101,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
4162a20b8f834aebb946a50ea265ccf5,16,FINISHED,mlflow-artifacts:/16/4162a20b8f834aebb946a50ea265ccf5/artifacts,2026-07-18 17:06:17.049000+00:00,2026-07-18 22:46:14.110000+00:00,0.925987958908081,0.3380023241043091,0.9074400067329407,0.8976883292198181,0.4664561450481415,0.8602,0.7672,0.8788800239562988,0.8672,0.001,0.9052,0.8880254030227661,0.8581200242042542,0.8998764157295227,0.8522,20374.9,0.591,0.8653200268745422,0.6494,15.0,0.3204859495162964,2244613,0.8775,0.9152753353118896,0.5687,0.9226,0.9225999712944031,654461,256,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,2000,4,<class 'torch.optim.adam.Adam'>,25000,exultant-mink-123,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText + Label Attention
615887bdb9a746f4bd57bf30c1277f3b,16,FINISHED,mlflow-artifacts:/16/615887bdb9a746f4bd57bf30c1277f3b/artifacts,2026-07-18 07:15:45.843000+00:00,2026-07-18 08:20:19.150000+00:00,0.9360802173614502,0.3335916996002197,0.9058799743652344,0.9219235181808472,0.46667903661727905,0.8639,0.7855,0.8813199996948242,0.8754,0.001,0.9085,0.9129619598388672,0.8601599931716919,0.9241085648536682,0.8569,3861.4,0.6169,0.8707200288772583,0.681,12.0,0.2574167549610138,5542251,0.8854,0.9329524636268616,0.5928,0.9224,0.920199990272522,654461,256,128,5,0.52,0.001,300,0.001,None,epoch,0,25000,20000,None,<class 'torch.optim.adam.Adam'>,25000,rumbling-snipe-671,/home/onyxia/work/insee_internship/src/multilevel/train.py,LOCAL,040271ecffc910e0d4ce6d367a6c5860ba5c4701,projet-text-classif,FastText
