run_id,experiment_id,status,artifact_uri,start_time,end_time,test_accuracy_div,metrics.lr-Adam,test_accuracy_sub,metrics.val_accuracy_level_2,metrics.val_accuracy_level_4,test_accuracy_grp,metrics.train_loss_epoch,test_f1_macro_grp,metrics.val_accuracy_level_0,test_f1_macro_sec,test_accuracy_sec,metrics.train_loss_step,metrics.train_accuracy_level_1,test_f1_macro_div,min_val_loss,metrics.train_accuracy_level_0,test_accuracy_cls,test_f1_macro_sub,metrics.val_accuracy_level_3,metrics.train_accuracy_level_2,metrics.train_accuracy_level_3,metrics.train_accuracy_level_4,num_params,metrics.epoch,train_time_s,test_f1_macro_cls,metrics.val_accuracy_level_1,params.patience_early_stopping,emb_dim,params.scheduler,params.n_train,params.n_layers,params.train_fraction,params.n_val,params.optimizer,lr,params.scheduler_interval,params.num_epochs,params.optimizer_params/lr,params.n_test,n_heads_label_attn,vocab_size,params.batch_size,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.mlflow.source.name,tags.mlflow.runName,tags.mlflow.user,architecture
60c0edb0c6e54ea68b3972d25aa78afc,16,FINISHED,mlflow-artifacts:/16/60c0edb0c6e54ea68b3972d25aa78afc/artifacts,2026-07-23 08:01:56.440000+00:00,2026-07-23 10:36:34.941000+00:00,0.9062,0.0005,0.8661,0.884440004825592,0.8615400195121765,0.8864,0.3171803057193756,0.6742,0.9147400259971619,0.8476,0.916,0.3174141049385071,0.9220332503318787,0.7963,0.4401080012321472,0.9243607521057129,0.8776,0.608,0.8732600212097168,0.9106065630912781,0.9054757952690125,0.8952099680900574,1386795,28.0,9268.7,0.6367,0.904259979724884,5,64,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.0005,epoch,300,0.0005,50000,None,20000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,intrigued-shoat-360,projet-text-classif,FastText
b986ae06548c483a84f27315661bada6,16,FINISHED,mlflow-artifacts:/16/b986ae06548c483a84f27315661bada6/artifacts,2026-07-22 10:10:47.383000+00:00,2026-07-22 13:48:40.707000+00:00,0.904,0.0005,0.864,0.8826599717140198,0.8610399961471558,0.885,0.3622111976146698,0.6856,0.911080002784729,0.8302,0.9141,0.3657289147377014,0.9093282222747803,0.7962,0.44068044424057007,0.9148578643798828,0.876,0.6142,0.8726599812507629,0.8960961699485779,0.8919061422348022,0.8816899657249451,467947,33.0,13061.6,0.6347,0.9021599888801575,5,128,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.0005,epoch,300,0.0005,50000,None,2000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,auspicious-shark-335,projet-text-classif,FastText
13379bf37f4b47f791280b17be8f335d,16,FINISHED,mlflow-artifacts:/16/13379bf37f4b47f791280b17be8f335d/artifacts,2026-07-25 06:30:12.938000+00:00,2026-07-25 15:14:05.180000+00:00,0.9118,0.0005,0.8635,0.8871399760246277,0.860539972782135,0.8865,0.3194950819015503,0.652,0.9270600080490112,0.8633,0.9264,0.34183141589164734,0.9192944765090942,0.7944,0.4408363699913025,0.9308584928512573,0.8769,0.5814,0.8748999834060669,0.9024515748023987,0.8985403776168823,0.8927765488624573,1818629,21.0,31404.9,0.6168,0.9104400277137756,5,128,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.0005,epoch,300,0.0005,50000,4,10000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,magnificent-cub-669,projet-text-classif,FastText + Label Attention
84baddb739174ce68bb960f5dc52d119,16,FINISHED,mlflow-artifacts:/16/84baddb739174ce68bb960f5dc52d119/artifacts,2026-07-22 21:09:04.330000+00:00,2026-07-23 01:04:55.865000+00:00,0.9046,0.0005,0.865,0.8827800154685974,0.8600999712944031,0.8864,0.34386324882507324,0.6648,0.911080002784729,0.8353,0.913,0.34165364503860474,0.9140205383300781,0.7863,0.44131532311439514,0.9170339703559875,0.8767,0.611,0.8720999956130981,0.9021222591400146,0.897211492061615,0.8866007328033447,426795,42.0,14141.1,0.6343,0.9021599888801575,5,64,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.0005,epoch,300,0.0005,50000,None,5000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,marvelous-wren-165,projet-text-classif,FastText
8e4dc4144acd45e5949b64bd0498f915,16,FINISHED,mlflow-artifacts:/16/8e4dc4144acd45e5949b64bd0498f915/artifacts,2026-07-23 10:37:22.016000+00:00,2026-07-23 12:06:13.466000+00:00,0.9065,0.001,0.8655,0.8836600184440613,0.8611400127410889,0.8876,0.31553220748901367,0.6697,0.9148399829864502,0.8544,0.9152,0.3731667399406433,0.9221590161323547,0.7887,0.44135650992393494,0.9247331023216248,0.8765,0.5993,0.8723000288009644,0.9106206297874451,0.9055097103118896,0.8951512575149536,1386795,16.0,5320.9,0.6302,0.9042800068855286,5,64,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.001,epoch,300,0.001,50000,None,20000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,abrasive-midge-272,projet-text-classif,FastText
1722fd2b149848518537fc002be411c7,16,FINISHED,mlflow-artifacts:/16/1722fd2b149848518537fc002be411c7/artifacts,2026-07-23 06:17:58.833000+00:00,2026-07-23 08:01:08.604000+00:00,0.9058,0.001,0.8646,0.8834599852561951,0.8616399765014648,0.887,0.32509294152259827,0.6654,0.9146999716758728,0.8373,0.9155,0.3833586573600769,0.9191678762435913,0.7799,0.4418475925922394,0.9219678640365601,0.8769,0.604,0.8733599781990051,0.9073424339294434,0.90267413854599,0.8922528028488159,746795,19.0,6180.0,0.6282,0.9043400287628174,5,64,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.001,epoch,300,0.001,50000,None,10000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,legendary-gnu-637,projet-text-classif,FastText
2641161b54c4431e94d18020c3dab00c,16,FINISHED,mlflow-artifacts:/16/2641161b54c4431e94d18020c3dab00c/artifacts,2026-07-22 10:25:58.483000+00:00,2026-07-22 14:32:45.378000+00:00,0.9077,0.0005,0.8679,0.8825399875640869,0.8612599968910217,0.8859,0.347089022397995,0.694,0.9188600182533264,0.8608,0.9206,0.37542039155960083,0.9129705429077148,0.8046,0.4418972134590149,0.9223700165748596,0.8779,0.6289,0.8723800182342529,0.898277223110199,0.8949443697929382,0.8852503895759583,1866859,15.0,14777.1,0.6421,0.9045600295066833,5,512,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.0005,epoch,300,0.0005,50000,None,2000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,colorful-slug-626,projet-text-classif,FastText
3ac242b6b99f4e7bbbcf7c14a07999df,16,FINISHED,mlflow-artifacts:/16/3ac242b6b99f4e7bbbcf7c14a07999df/artifacts,2026-07-23 01:05:46.571000+00:00,2026-07-23 03:26:51.182000+00:00,0.9044,0.001,0.8665,0.8833000063896179,0.8605800271034241,0.8864,0.34192824363708496,0.6664,0.9108800292015076,0.836,0.9121,0.3081376254558563,0.9142786860466003,0.7793,0.44304391741752625,0.916833758354187,0.8778,0.6052,0.8722800016403198,0.9020841717720032,0.8974324464797974,0.8867777585983276,426795,26.0,8454.0,0.6341,0.9031599760055542,5,64,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.001,epoch,300,0.001,50000,None,5000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,bold-ape-34,projet-text-classif,FastText
d2d3f63832b4412887b044f2292d319a,16,FINISHED,mlflow-artifacts:/16/d2d3f63832b4412887b044f2292d319a/artifacts,2026-07-24 11:48:43.564000+00:00,2026-07-24 20:05:41.824000+00:00,0.9034,0.0005,0.8628,0.881380021572113,0.8613600134849548,0.882,0.3571642339229584,0.6266,0.9221799969673157,0.8576,0.9226,0.40158283710479736,0.9082773923873901,0.7566,0.44336870312690735,0.924781084060669,0.8734,0.5799,0.8705000281333923,0.8925846219062805,0.8905234932899475,0.8829790949821472,507397,50.0,29803.7,0.6176,0.9032999873161316,5,64,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.0005,epoch,300,0.0005,50000,4,5000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,placid-calf-665,projet-text-classif,FastText + Label Attention
3234a351717a4bcf8b06166b50cf93e8,16,FINISHED,mlflow-artifacts:/16/3234a351717a4bcf8b06166b50cf93e8/artifacts,2026-07-23 02:41:13.883000+00:00,2026-07-23 04:47:16.375000+00:00,0.911,0.001,0.8663,0.8851600289344788,0.8615999817848206,0.8872,0.30557477474212646,0.6964,0.9248200058937073,0.8592,0.9246,0.27072975039482117,0.9243806004524231,0.8077,0.44377294182777405,0.9325919151306152,0.8775,0.6291,0.8736199736595154,0.910347580909729,0.9063090085983276,0.8966158032417297,5962859,7.0,7533.1,0.6496,0.9092400074005127,5,512,None,1208579,0,1.0,50000,<class 'torch.optim.adam.Adam'>,0.001,epoch,300,0.001,50000,None,10000,128,LOCAL,47aac8de0199ae6ef04df6f26cc4189809b0ab9e,/home/onyxia/work/insee_internship/src/multilevel/train.py,redolent-gnu-483,projet-text-classif,FastText
